"id","junction_name","latitude","longitude"
50,"DE LONGPRE AV AT LA BREA AV",34.09615514641382,-118.34284226735438
51,"OWENSMOUTH  AT  MINNEHAHA ST",34.25959881685691,-118.60169563299425
52,"FLORENCE  AV  AT  AVALON  BL",33.97472969895303,-118.26736009492527
53,"92ND  ST  E/O  FALMOUTH  AV",33.95293193396632,-118.4318393298694
54,"79TH  ST  AT  OSAGE  AV",33.96624197877195,-118.3787231045052
55,"SLAUSON  AV  AT  ANGELES VISTA BL",33.98889377248027,-118.35004916742848
56,"24TH  ST  AT  GRIFFITH  AV",34.02241573219599,-118.25833113038192
57,"OLYMPIC  BL  AT  LA  CIENEGA  BL",34.0594945558995,-118.37578959890183
58,"WETHERLY DR AT WHITWORTH DR",34.057092503887446,-118.38881793849323
59,"CREST  DR  AT  PICKFORD  ST",34.05245445994677,-118.38746997452226
60,"WILTON  PL  AT  SAN  MARINO  ST",34.05585448377068,-118.31425981126563
61,"QUEEN ANNE PL  AT 12th ST",34.051606554014924,-118.33137735530072
62,"WEST  BL  N/O  SLAUSON  AV",33.98898265222169,-118.33519701007134
63,"ASCOT AV AT 55th ST",33.99301868703834,-118.24993916333307
64,"NEPTUNE  AV  AT  SANDISON  ST",33.7908250068709,-118.26970718579541
65,"DON ST AT FRIGATE AV",33.79776118993936,-118.27527607464005
66,"BEVERLY GLEN  BL  AT  WILSHIRE  BL",34.06883112016246,-118.43009545034197
67,"BROADWAY  N/O  SLAUSON  AV",33.98917120712863,-118.27829981575078
68,"3RD  ST  AT  MARTEL  AV",34.06967561969023,-118.34980157209058
69,"CAPRI DR AT CORSICA DR",34.0512883676575,-118.50143992253716
70,"2nd ST AT SYCAMORE AV",34.07105330917843,-118.34187452169922
71,"TRACY  ST  AT  MYRA  AV",34.10834359846208,-118.28003059191411
72,"CARMELINA  AV  AT  SUNSET  BL",34.05782768040823,-118.4806853205315
73,"SHADY DR   W/O   CARMELINA  AV",34.05369466868543,-118.47948997653249
74,"CAMDEN  AV  AT  LA GRANGE  AV",34.04402556124152,-118.43861534212739
75,"FIGUEROA  ST  AT  BUENA VISTA TER",34.13183587469069,-118.18913909790031
76,"BELLWOOD  AV  S/O  OLYMPIC  BL",34.05231900563161,-118.41747055940401
77,"GLENDON  AV  AT  MISSISSIPPI  AV",34.04580324057995,-118.43201834036311
78,"MALCOLM  AV  AT  ROCHESTER  AV",34.05799381576176,-118.43901379125496
79,"WEYBURN  AV  E/O  MALCOLM  AV",34.063096445743376,-118.43890554221949
80,"ORCHARD AV N/O 149TH ST",33.89682473851106,-118.2875978367859
81,"WASHINGTON BL AT BRONSON AV",34.0398765530428,-118.32975030053531
82,"OLYMPIC  BL  AT  UNION  AV",34.04919842132113,-118.27419063376757
83,"CURSON AV AT ADAMS BL",34.033911299684625,-118.36544826560657
84,"HOOVER  ST  AT  18TH  ST",34.04283271022364,-118.2841432812656
85,"28TH  ST  AT  HOOVER  ST",34.02935045750998,-118.28396472228656
86,"PACKARD  ST  AT  MASSELIN  AV",34.05163711983241,-118.35741909681045
87,"GARTH  AV  AT AIRDROME  ST",34.04923217163699,-118.3771173871437
88,"MEYLER ST AT 19th ST",33.727000791345496,-118.29680536367223
89,"LANARK ST AT SULLY DR",34.21818935112362,-118.34856526500161
90,"ROSCOE  BL  AT  HAZELTINE  AV",34.221626573060824,-118.4404458485246
91,"LANKERSHIM  BL  AT  STRATHERN  ST",34.2157166957947,-118.38779323437471
92,"BERKELEY  AV   AT   WATERLOO  ST",34.084495387979054,-118.26221394072502
93,"ROSSMORE AV S/O BEVERLY BL",34.07303049399152,-118.32736663122516
94,"ROSSMORE AV AT 3 rd ST",34.071611091764815,-118.32736027779049
95,"EL CONTENTO DR  AT  QUEBEC  DR",34.11117788555012,-118.32675447267523
96,"SALE  AV  S/O  VENTURA  BL",34.166553664422565,-118.61837262881077
97,"SHOUP  AV  AT  VENTURA  BL",34.168769718380595,-118.61458712726696
98,"FALLBROOK  AV  AT  OXNARD  ST",34.17736968030695,-118.6233436538961
99,"EILAT  ST  AT  ROD  AV",34.177431473112144,-118.66298951326222
100,"TUJUNGA  AV  S/O  SHERMAN  WAY",34.195192230303206,-118.3790581416371
101,"LANKERSHIM BL AT VANOWEN ST",34.19212211641452,-118.3877910780367
102,"VALLEY VISTA BL AT SUNNYSLOPE AV",34.14434427297187,-118.42716906585989
103,"LASSEN ST AT HASKELL AV",34.250085444716376,-118.47399971668776
104,"WHITSETT AV AT SARAH ST",34.153156249442574,-118.40522233615413
105,"MATHER  AV  AT  APPERSON  ST",34.25423246972325,-118.30966754046067
106,"BEACHY  AV   AT   VAN NUYS  BL",34.251599727889904,-118.4419790608449
107,"CARL ST AT BARTEE AV",34.253703599351795,-118.43548078171754
108,"VALERIO  ST  AT  LINDLEY  AV",34.20477132677835,-118.52733525224626
109,"ELDRIDGE AV AT SAYRE ST",34.3174017752019,-118.42394279495674
110,"OSBORNE  ST  AT  WOODMAN  AV",34.23387433529966,-118.43732969531987
111,"ALGINET  DR  W/O  CALNEVA  DR",34.1334271734334,-118.49738674241453
112,"FIGUEROA  ST  AT  DIAMOND  ST",34.05841000285753,-118.25138584379164
113,"MONTANA  ST  AT  GLENDALE  BL",34.07973047787546,-118.26008756395922
114,"PENMAR  AV  AT  ROSE  AV",34.00573634999211,-118.45958655788846
115,"PALMS  BL  AT  WADE  ST",34.00814487403276,-118.44285486462377
116,"LASSEN ST AT MASON AV",34.24999397005307,-118.57700195443826
117,"1ST  ST  E/O  LORENA  ST",34.037153911483635,-118.19503754812587
118,"4TH  ST  AT  STATE  ST",34.043058251579154,-118.21963920075206
119,"WILMINGTON  AV  AT  CENTURY  BL",33.94607724421377,-118.23901285287053
120,"CHENAULT  ST  AT  BARRINGTON  AV",34.056315859543716,-118.46765433752478
121,"WOLLAM  ST  AT  SCARBORO  ST",34.10337235782394,-118.22448345545224
122,"LEXINGTON AV E/O WESTERN AV",34.0929203634458,-118.3088670480327
123,"FIGUEROA  ST  AT  HILLANDALE  DR",34.126565644591786,-118.18670348583758
124,"NATIONAL  BL  W/O  OVERLAND  AV",34.032447373896034,-118.41759694743749
125,"WESTERN  AV  AT  186TH  ST",33.86198318140024,-118.30916079069895
126,"EL  DORADO  AV  AT  GLAMIS  ST",34.25686552421765,-118.4153842401558
127,"PALMS  BL  AT  SAWTELLE  BL",34.01869991166729,-118.4241767499389
128,"BEAUDRY  AV  AT  4TH  ST",34.05652679139279,-118.25660270969296
129,"NORMANDIE  AV AT  ADAMS BL",34.03273234866554,-118.30026374006782
130,"BEDFORD  ST  AT  CHALMERS  DR",34.06094030711151,-118.38027817993796
131,"12TH  ST  W/O  OLIVE  ST",34.03944219579059,-118.26222388755922
132,"MAPLE  AV   AT   OLYMPIC  BL",34.038318561795855,-118.25401499008505
133,"ALMA ST AT 20th ST",33.7261008064798,-118.29901552189726
134,"DODSON  AV  AT  14TH  ST",33.73158941452296,-118.31188412069643
135,"OVERLAND  AV  AT  REGENT  ST",34.02106603645356,-118.40879261578665
136,"EL HITO CIR  E/O  BIENVENEDA  AV",34.05928183140676,-118.54242172862328
137,"SWEETZER AV AT DREXEL AV",34.07007932737944,-118.37043747687936
138,"GARDNER  ST  S/O  1ST  ST",34.07355908888775,-118.35321389556326
139,"TOYOPA  DR  AT  DRUMMOND  ST",34.042428337551044,-118.5212109839851
140,"BEDFORD  ST  AT  CHALMERS  DR",34.06295069667423,-118.3803125906789
141,"OHIO  AV  E/O  COTNER  AV",34.0500675638963,-118.44720622094
142,"FRIES AV AT ANAHEIM ST",33.77838768345326,-118.26493179339072
143,"103RD ST   AT   JUNIPER  ST",33.943119663179544,-118.23263782432394
144,"37TH  PL  W/O  WESTERN  AV",34.02024288809462,-118.30890545738303
145,"OLYMPIC  BL  AT  BEDFORD  ST",34.05938048305523,-118.3803579318266
146,"OXNARD  ST  AT  WOODMAN  AV",34.1794035785676,-118.43048216903115
147,"SHOUP AV   AT   BURBANK  BL",34.171944325183865,-118.61459536010649
148,"WESTPARK DR N/O CALVERT ST",34.18122382841113,-118.3976350610182
149,"COMET  ST  AT  SAN  PASCUAL  AV",34.119731199777526,-118.17044113623837
150,"BENECIA  AV AT MISSOURI AV",34.057081338524014,-118.42259798575468
151,"LAKE SHORE  AV  S/O  BAXTER  ST",34.08940195601796,-118.25490877366694
152,"HOOVER  ST  AT  CLINTON  ST",34.08178054167497,-118.2844596836006
153,"CORTEZ ST E/O DOUGLAS ST",34.06570195884372,-118.25527461933152
154,"WYCLIFF AV N/O SANTA CRUZ ST",33.745102349061575,-118.31413629139439
155,"OXNARD ST E/O SEPULVEDA BL",34.179387380515855,-118.46182134044457
156,"CORBIN AV AT SATICOY ST",34.20835420574381,-118.56227788220124
157,"MARNICE  AV N/O FOOTHILL BL",34.2453388773884,-118.27404658973119
158,"KINZIE  ST  AT  ETIWANDA  AV",34.2481993151412,-118.53073048197044
159,"KESTER AV AT TUPPER ST",34.239083908950875,-118.45619978155968
160,"VANOWEN  ST  AT  WHITSETT  AV",34.19394500783417,-118.40307776595425
161,"WELLS  DR  AT  DEL  MORENO  DR",34.16032113614779,-118.57293649334753
162,"VANOWEN ST AT CANOGA AV",34.193766774675304,-118.59748038068696
163,"CRENSHAW BL AT 36th ST",34.02404045091373,-118.33511086225768
164,"GAVINA AV AT RAJAH ST",34.32183436184723,-118.40546142762464
165,"GARBER  ST  AT  VARNA  AV",34.241644255872075,-118.43958161462268
166,"LARKSPUR ST AT EL DORADO AV",34.30861628226561,-118.4714654190236
167,"TELFAIR AV AT LARKSPUR ST",34.30577923238745,-118.47464782112732
168,"PINNEY  ST  AT  DE FOE  AV",34.27315034476185,-118.41404860969408
169,"VAN NUYS  BL  AT  NORRIS  AV",34.27129442261885,-118.41498370709242
170,"DEVONSHIRE ST AT DE SOTO AV",34.25724936525426,-118.586390787812
171,"ETIWANDA  AV  AT  NORDHOFF ST",34.23549507815092,-118.53172708210204
172,"DUNBARTON  AV   AT   DENROCK  AV",33.973866865784125,-118.4101577991273
173,"SUNSET BL  AT  LOS LIONES DR",34.04185255518515,-118.55394906684332
174,"ARDEN  BL  N/O  WILSHIRE  BL",34.06255742770519,-118.32581457742891
175,"BERKELEY  AV  AT  GLENDALE  BL",34.082933024972576,-118.25885699317267
176,"WILSHIRE  BL  AT  ARDEN  BL",34.06188409387454,-118.32581121304176
177,"VICTORY  BL  E/O  BLUCHER  AV",34.186650962033454,-118.47188126522094
178,"LONGWOOD  AV  AT  EDGEWOOD  PL",34.05651818771887,-118.33860633325048
179,"ERWIN  ST  AT  OWENSMOUTH  AV",34.18285835199118,-118.59754471459124
180,"JEFFERSON BL AT BEETHOVEN ST",33.977093570446215,-118.41891974680891
181,"RAYFORD DR AT 85TH  ST",33.96065268659196,-118.42242399122674
182,"VERMONT AV N/O 79th ST",33.967806939335546,-118.29144513326308
183,"FLIGHT  AV  S/O  ALVERN  CIR",33.97581716212418,-118.37509299351431
184,"SLAUSON  AV  AT  VERMONT  AV",33.98911750258191,-118.28926329310028
185,"3RD  ST  AT  FRESNO  ST",34.03651920017723,-118.20024179848215
186,"37TH ST  W/O  MAPLE AV",34.01490668460881,-118.27162364468985
187,"SAN  MARINO  ST  AT  DEWEY  AV",34.054512266182435,-118.29581213379952
188,"EL PASO DR  AT  BARRYKNOLL DR",34.117787927375,-118.21838747491516
189,"WADSWORTH  AV  AT  41ST  ST",34.01008332040033,-118.25895975848573
190,"ESPERANZA  ST  N/O  8TH  ST",34.020254151723606,-118.19951048313618
191,"HOOPER  AV  AT  ADAMS  BL",34.01737879832611,-118.2494474718937
192,"15TH  ST  E/O  KENMORE  AV",34.04541574389654,-118.29587061679179
193,"6th ST AT GRAND VIEW ST",34.060470850224796,-118.27695150324499
194,"WILSHIRE  BL  AT  VALENCIA  ST",34.05380916954504,-118.26666307437392
195,"HOOVER ST  AT  28TH  ST",34.02902246266095,-118.28396444531411
196,"CAROLINA ST AT 39th ST",33.70963068577356,-118.29065243147662
197,"OLIVE  ST  S/O  12TH  ST",34.03944219579059,-118.26222388755922
198,"TEMPLE  ST  AT  RAMPART  BL",34.07252381387932,-118.27486215542675
199,"HERCULES  DR  AT  APOLLO  DR",34.11160644012909,-118.36495500727801
200,"WARING  AV  AT  SPAULDING  AV",34.08537258022428,-118.35739356376747
201,"YORK  BL  W/O  FIGUEROA  ST",34.115944464951426,-118.18480733417577
202,"BAINBRIDGE  AV  AT  WOODRUFF  AV",34.079599648609644,-118.43512061558575
203,"TEXAS  AV  AT  STONER  AV",34.047178266694125,-118.45900582063769
204,"CHEVIOT DR   AT   EARLMAR DR",34.03578909079473,-118.40507308940684
205,"MISSOURI AV E/O BENECIA AV",34.05747867635644,-118.42201982714131
206,"ALPINE  ST  AT  GRAND  AV",34.063531118512834,-118.24341417378007
207,"SANBORN  AV  AT  FOUNTAIN  AV",34.09416852919442,-118.27931053294404
208,"ARCHWOOD ST AT QUAKERTOWN AV",34.19201527816329,-118.5666097399715
209,"WHITSETT  AV  AT  VANOWEN  ST",34.193946117385806,-118.405261818118
210,"ROSCOE  BL  AT  TRUESDALE  ST",34.221666441927674,-118.42511861420736
211,"BABCOCK AV AT CREWE ST",34.196724316209384,-118.40734764871263
212,"INGOMAR  ST  AT  SADRING  AV",34.21185631891993,-118.6365454977805
213,"HAYVENHURST AV  N/O  CALNEVA  DR",34.13767663138477,-118.49704041397314
214,"GOWER  ST  AT  FRANKLIN  AV",34.10525071585781,-118.32241118162558
215,"VENTURA  BL  AT  CANOGA  AV",34.167844368962996,-118.59743984614505
216,"MAURY  AV  AT  EILAT  ST",34.17860294900136,-118.66097168741048
217,"BELLE PORTE AV AT ANAHEIM ST",33.78601042217766,-118.30202781853411
218,"ARLINGTON AV AT 37th PL",34.021866312200636,-118.31765630397881
219,"41ST  ST  AT  WADSWORTH  AV",34.00922151245772,-118.26115157105225
220,"RIDGEMOOR  DR  S/O  VENTURA  BL",34.13852572458418,-118.3806105546646
221,"VERMONT AV  AT  CENTURY  BL",33.945496257371914,-118.29163668025836
222,"PARTHENIA ST AT BALBOA BL",34.22850506691346,-118.50261250618905
223,"ARBOR PL AT HOOVER ST",33.92173861150501,-118.28602719056045
224,"BURBANK  BL  AT  LOUISE  AV",34.172247282014375,-118.50758123916528
225,"COHASSET ST W/O NOBLE AV",34.20663969871408,-118.46184311517094
226,"ROSCOE  BL  AT  WHEATLAND  AV",34.22184504172053,-118.35953911460889
227,"SAYRE ST AT FOOTHILL BL",34.31093858925903,-118.43289777089278
228,"28TH  ST  AT  EDGEHILL  DR",34.030172731750106,-118.32670730366974
229,"FOLSOM  ST  AT  SOTO  ST",34.048824908039535,-118.20782260769735
230,"12TH  ST  AT  SAN  JULIAN  ST",34.035008497376786,-118.2553533963042
231,"NICADA DR S/O MULHOLLAND DR",34.127844101036565,-118.44758139271131
232,"HASKELL AV AT ROSCOE BL",34.217027374091316,-118.4749516519171
233,"IMPERIAL  HWY  AT  VERMONT  AV",33.93096726149173,-118.29153687102885
234,"83rd ST AT LINCOLN BL",33.96271293893901,-118.42173071166955
235,"BARRINGTON  PL  AT  CHAYOTE  ST",34.06646148136938,-118.47038500070632
236,"PENMAR AV AT PALMS BL",34.0009285998099,-118.45579011280296
237,"ODYSSEY  DR  W/O  BLUCHER  AV",34.282657188177495,-118.46937685250334
238,"RANCHO ST W/O LOUISE AV",34.15773733470681,-118.50447542636759
239,"RINALDI  ST  AT  VARIEL  AV",34.269946822722005,-118.59296719640463
240,"EGBERT ST AT LEXICON  AV",34.325171497742645,-118.4284822640234
241,"GRAND  AV  S/O  1ST  ST",34.05569670040983,-118.24876699992232
242,"WILMINGTON  AV  AT  CENTURY  BL",33.94567651877995,-118.23901418347296
243,"MAIN  ST  AT  28TH  ST",34.023270697338546,-118.26969298138566
244,"ALAMEDA  ST  AT  PACIFIC  COAST HWY",33.79126992213556,-118.24135369569932
245,"QUEENSLAND  ST  AT  GREENFIELD  AV",34.02635834392625,-118.42241331382827
246,"ANITA  AV  AT  SHADY  DR",34.054371928499314,-118.48252156786249
247,"KINZIE  ST  AT  ALDEA  AV",34.24842555445313,-118.50789255188063
248,"ZELZAH  AV  AT  NORDHOFF  ST",34.23459422753235,-118.52311782928668
249,"3 rd ST AT LA BREA AV",34.06890050524181,-118.34294439192675
250,"CAPRI DR AT CORSICA DR",34.051929557997816,-118.50190088842005
251,"NORTHFIELD  ST   N/O   MUSKINGUM  AV",34.04735348485439,-118.53679902754558
252,"ROCHESTER AV AT AMHERST AV",34.04201748270012,-118.46503330852936
253,"ARMACOST  AV  AT  LA  GRANGE  AV",34.034775385261675,-118.45408062377358
254,"VANOWEN  ST  AT  VAN NUYS  BL",34.19393160227935,-118.44873185542693
255,"HADDON  AV  AT  CORRENTI  ST",34.2477725887706,-118.41466326411934
256,"SAN JOSE  ST  E/O  DE SOTO  AV",34.260879264165915,-118.58639625878347
257,"PAXTON ST AT REMICK AV",34.26354590708527,-118.4400779996944
258,"SELBY  AV  AT  COVENTRY  PL",34.03496218692166,-118.42086468334753
259,"SEPULVEDA BL AT SHERMAN OAKS AV",34.146880668169686,-118.47172711147994
260,"FOOTHILL  BL  AT  FERNMONT  ST",34.30258008860517,-118.4248654238661
261,"NORRIS  AV  AT  POLK  ST",34.30361131593966,-118.45419348778846
262,"KEWEN AV AT PIERCE ST",34.25940051126782,-118.42405311792815
263,"CANOGA AV N/O DEVONSHIRE ST",34.25723984380513,-118.59732117029722
264,"CLELAND  AV  AT  TACUBA  ST",34.11053665500018,-118.21799706512645
265,"HOLMAN  AV  AT  THAYER  AV",34.05726629737945,-118.42801190659758
266,"TEMPLE  ST  AT  ALVARADO  ST",34.06995425249516,-118.26707144556232
267,"DEVONSHIRE  ST AT WINNETKA AV",34.25725975602219,-118.57098939304802
268,"TELFAIR  AV  AT  EUSTACE  ST",34.270998624458855,-118.43342308106502
269,"VALLEY  BL  AT  ALHAMBRA  AV",34.067863042704516,-118.17802186289826
270,"SUPERIOR  ST  E/O  RESEDA  BL",34.24638526970714,-118.53581514850508
271,"VENDOME  ST  AT  BEVERLY  BL",34.071834241076274,-118.28220272992426
272,"CLINTON  ST  AT  CHEROKEE  AV",34.081909001247155,-118.33416995956435
273,"BEVERLY BL  AT HOOVER ST",34.072633808017336,-118.28404844907905
274,"LELAND ST AT 11th ST",33.73443695015115,-118.30117717288586
275,"MANCHESTER  AV  AT  GULANA  AV",33.959704971972755,-118.43262864247649
276,"WESTERN  AV   AT   60TH  PL",33.98504666169123,-118.30895685619731
277,"MAIN  ST  AT  FLORENCE  AV",33.97542566849133,-118.27394097231671
278,"HAZELTINE  AV  AT  WAKEFIELD  AV",34.21704405159327,-118.43904059407151
279,"VALERIO  ST  AT  CLYBOURN  AV",34.20483040260543,-118.36269789935203
280,"DORCHESTER AV AT EDNA ST",34.08422492895479,-118.1643835508339
281,"SUNSET   BL   AT  GRANVILLE  AV",34.063757936223475,-118.4717241285223
282,"LONG BEACH  AV  AT  55TH  ST",33.99297702248108,-118.243190594074
283,"WILEY POST AV AT MANCHESTER AV",33.95992996890477,-118.38718322302316
284,"91ST  ST  AT  BARING CROSS  ST",33.95416572355307,-118.28934464951445
285,"MOORPARK  ST  AT  WHITSETT  AV",34.150367114774156,-118.40521397232304
286,"BEVERLY GLEN BL AT WILKINS AVE",34.06221822496561,-118.42606736286908
287,"WESTERN AV  AT  37TH ST",34.02189160190914,-118.3089033299894
288,"EUBANK AV AT OPP ST",33.78308231866479,-118.2551946490201
289,"4TH  AV  AT  VERNON  AV",34.00445106059282,-118.32139810661937
290,"OPP ST W/O EUBANK AV",33.783038438566656,-118.25604165678911
291,"LA  CIENEGA  BL  AT  CADILLAC  AV",34.040340683727926,-118.37698334371579
292,"53RD  ST  AT  HOOPER  AV",33.994828085073216,-118.25646112410595
293,"SLAUSON  AV  AT  SAN PEDRO  ST",33.98921190499453,-118.27011934841786
294,"MAIN  ST  AT  CENTURY  BL",33.946479928228634,-118.27388699718175
295,"PACIFIC COAST HWY AT ALAMEDA ST",33.79113356612698,-118.24404090677456
296,"CAHUENGA BL AT MOORPARK ST",34.150382474649966,-118.36148475510643
297,"8TH  ST  AT  LAKE  ST",34.05538292624017,-118.27893724874468
298,"WEST  BL  S/O  23RD  ST",34.03985047176759,-118.33738590127356
299,"HOOPER  AV  AT  VERNON  AV",34.0048391773336,-118.25213641455863
300,"LA  CIENEGA  BL  AT  PACKARD  ST",34.05703847816758,-118.37618923550322
301,"BELLCLAIRE  ST S/O GRENOBLE ST",34.2594267209444,-118.28089325266592
302,"BRONSON  AV  AT  8TH  ST",34.058721974739186,-118.31948405597396
303,"ASHTON  AV  AT  HOLMBY  AV",34.06541533283132,-118.429249032574
304,"LELAND ST AT 23rd ST",33.724293724626214,-118.30122841928684
305,"ROBLAR PL  E/O  BEVERLY GLEN  BL",34.14615355491485,-118.44402980844538
306,"ALAMEDA ST AT 1st ST",34.04899240904861,-118.23812671644718
307,"LA  CIENEGA  BL  AT  JEFFERSON  BL",34.02821859218835,-118.3720040667414
308,"BELLEVUE  AV  AT  LONDON  ST",34.07641775708422,-118.27476780817842
309,"VERMONT AV AT MELROSE AV",34.08177898934209,-118.29171583415577
310,"6TH  ST  AT  VERMONT  AV",34.063688078893406,-118.29165573186734
311,"3rd ST AT JUANITA AV",34.069060469569074,-118.28937718431253
312,"FIGUEROA  ST  AT  79TH  ST",33.96787104541487,-118.28270154866735
313,"GENESEE  AV  S/O  SELMA  AV",34.09806366138089,-118.35819153456119
314,"FLOWER ST  AT  18TH  ST",34.03602438847906,-118.26942982785513
315,"AVALON BL AT COLDEN AV",33.94923631960767,-118.26516236041503
316,"TEXAS  AV  AT  BARRY  AV",34.04774718377208,-118.45805382439659
317,"MAIN  ST  AT  ABBOT KINNEY  BL",33.99257010024642,-118.47438132303833
318,"MCLAUGHLIN  AV   AT   VICTORIA  AV",34.01059952153151,-118.42617362966158
319,"LINDLEY  AV  AT  OXNARD  ST",34.18023445882435,-118.52729830574643
320,"CANTARA ST AT VARNA AV",34.219852663778674,-118.42312988888558
321,"MANCHESTER  AV  AT  MAIN  ST",33.960092960403465,-118.27387586929905
322,"WESTERN AV  AT  37TH ST",34.02106724410633,-118.30890455988775
323,"BLACKBURN  AV  AT  SWEETZER  AV",34.07147704578184,-118.3678374677104
324,"BROCKTON  AV  AT  IOWA  AV",34.0385606271046,-118.45878423571939
325,"MARTEL  AV  AT  ROMAINE  ST",34.08711975343471,-118.35112511109071
326,"CHATSWORTH ST   AT   CANOGA AV",34.26450150098979,-118.5956952823259
327,"CORBIN AV AT LASSEN ST",34.24742610868253,-118.56232669938898
328,"STONEWOOD TER W/O STONEWOOD DR",34.134866073846375,-118.46598645621583
329,"OWENSMOUTH  AV  AT  OXNARD  ST",34.179172209917276,-118.60151970202631
330,"WRIGHTWOOD DR N/O MULHOLLAND DR",34.13059243646764,-118.37168812111122
331,"OLYMPIC  BL  AT  BARRINGTON  AV",34.03424433348944,-118.44786977753309
332,"SEPULVEDA BL  AT  OLYMPIC  BL",34.04157624151993,-118.43909236845724
333,"BENECIA  AV AT MISSOURI AV",34.05780006876824,-118.42318217738992
334,"WENTWORTH ST AT WOODWARD AV",34.26694450043788,-118.30531128775593
335,"VAN NUYS  BL  AT  NORRIS  AV",34.270388587316766,-118.4162256605169
336,"PLUMMER ST AT CORBIN AV",34.24274626852074,-118.55795344699204
337,"WILBUR AV S/O OXNARD ST",34.17862079840082,-118.54475281485279
338,"RESEDA  BL  AT  OXNARD  ST",34.18000591570922,-118.53602525596614
339,"TENNESSEE  AV  AT  PATRICIA  AV",34.04794944479328,-118.41991907614596
